SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-27-2017,Single Family Residential,5701 SE Schiller St,Portland,OR,97206,355000,3,1.5,WOODSTOCK,1263,5227,2003,1681,281,,Sold,,,http://www.redfin.com/OR/Portland/5701-SE-Schiller-St-97206/home/26543080,RMLS,16089075,N,Y,45.4880901,-122.6047341
PAST SALE,December-31-2018,Single Family Residential,8805 NE Halsey St,Portland,OR,97220,258000,3,2,Portland Northeast,1090,8712,1977,978,237,,Sold,,,http://www.redfin.com/OR/Portland/8805-NE-Halsey-St-97220/home/25808791,RMLS,18007183,N,Y,45.5338988,-122.5724099
PAST SALE,,Single Family Residential,7463 N McKenna Ave,Portland,OR,97203,437000,2,1,,1006,4600,1944,,434,,,,,http://www.redfin.com/OR/Portland/7463-N-McKenna-Ave-97203/home/26461136,,,N,Y,45.5836235,-122.7288936
PAST SALE,April-2-2018,Single Family Residential,6836 NE 23rd Ave,Portland,OR,97211,422000,3,2,CONCORDIA,1756,4791,1942,1251,240,,Sold,,,http://www.redfin.com/OR/Portland/6836-NE-23rd-Ave-97211/home/26553171,RMLS,18590570,N,Y,45.5724368,-122.6421421
PAST SALE,May-25-2018,Single Family Residential,6442 NE 25th Ave,Portland,OR,97211,500000,6,2,Portland Northeast,2058,4791,1955,1198,243,,Sold,,,http://www.redfin.com/OR/Portland/6442-NE-25th-Ave-97211/home/26514058,RMLS,18375265,N,Y,45.5698296,-122.640008
PAST SALE,,Condo/Co-op,1825 SW Elm St #4,Portland,OR,97201,425000,2,1,,1250,,1917,,340,,,,,http://www.redfin.com/OR/Portland/1825-SW-Elm-St-97201/unit-4/home/25803462,,,N,Y,45.5098411,-122.6973864
PAST SALE,February-27-2020,Single Family Residential,1268 NE 186th Dr,Portland,OR,97230,366500,4,3.5,JENNIFER LYNN ESTATES,1633,2178,2016,555,224,,Sold,,,http://www.redfin.com/OR/Portland/1268-NE-186th-Dr-97230/home/49681265,RMLS,20097677,N,Y,45.5318654,-122.4706215
PAST SALE,March-25-2019,Single Family Residential,2051 SE 176th Ave,Portland,OR,97233,275000,2,1,Portland Southeast,954,28314,1945,894,288,,Sold,,,http://www.redfin.com/OR/Portland/2051-SE-176th-Ave-97233/home/26345335,RMLS,19073533,N,Y,45.5074928,-122.482426
PAST SALE,September-24-2019,Single Family Residential,2510 NE Liberty St,Portland,OR,97211,450000,4,1,CONCORDIA,1525,4791,1947,711,295,,Sold,,,http://www.redfin.com/OR/Portland/2510-NE-Liberty-St-97211/home/26424408,RMLS,19269733,N,Y,45.5703699,-122.6399906
PAST SALE,August-31-2021,Single Family Residential,2344 SE 47th Ave,Portland,OR,97215,635000,3,1,Portland Southeast,1466,4791,1922,4,433,,Sold,,,http://www.redfin.com/OR/Portland/2344-SE-47th-Ave-97215/home/26433080,RMLS,21314621,N,Y,45.5060068,-122.6139272
PAST SALE,October-30-2020,Single Family Residential,6505 NE 25th Ave,Portland,OR,97211,545000,4,2.5,IRVINGTON PARK,1653,4791,1947,309,330,,Sold,,,http://www.redfin.com/OR/Portland/6505-NE-25th-Ave-97211/home/26593800,RMLS,20378555,N,Y,45.5699645,-122.6405178
PAST SALE,December-15-2017,Single Family Residential,15339 NE Milton St,Portland,OR,97230,265000,3,1,Portland Northeast,1120,7840,1981,1359,237,,Sold,,,http://www.redfin.com/OR/Portland/15339-NE-Milton-St-97230/home/26406116,RMLS,17625104,N,Y,45.5491774,-122.5042877
PAST SALE,June-7-2019,Single Family Residential,6416 NE 24th Ave,Portland,OR,97211,510000,4,2,Portland Northeast,2600,4791,1941,820,196,,Sold,,,http://www.redfin.com/OR/Portland/6416-NE-24th-Ave-97211/home/25840566,RMLS,19662833,N,Y,45.5694007,-122.6410905
PAST SALE,December-30-2016,Single Family Residential,6436 NE 24th Ave,Portland,OR,97211,540000,3,2,Portland Northeast,2453,4791,1943,1709,220,,Sold,,,http://www.redfin.com/OR/Portland/6436-NE-24th-Ave-97211/home/26550961,RMLS,16019500,N,Y,45.5697015,-122.6410502
PAST SALE,March-9-2018,Single Family Residential,6914 NE 23rd Ave,Portland,OR,97211,430000,4,1,CONCORDIA,2626,4791,1942,1275,164,,Sold,,,http://www.redfin.com/OR/Portland/6914-NE-23rd-Ave-97211/home/26506778,RMLS,17287220,N,Y,45.5728607,-122.6421352
PAST SALE,July-20-2017,Single Family Residential,3118 NE 81st Ave,Portland,OR,97213,400000,4,2,Portland Northeast,1824,4791,1953,1507,219,,Sold,,,http://www.redfin.com/OR/Portland/3118-NE-81st-Ave-97213/home/25781225,RMLS,17398671,N,Y,45.544806,-122.5795513
PAST SALE,May-12-2017,Single Family Residential,6016 NE Failing St,Portland,OR,97213,440000,4,1,ROSEWAY,2828,8712,1928,1576,156,,Sold,,,http://www.redfin.com/OR/Portland/6016-NE-Failing-St-97213/unit-A/home/26310050,RMLS,16504039,N,Y,45.550855,-122.601388
PAST SALE,,Single Family Residential,5308 NW 126th Ter,Portland,OR,97229,681700,3,3,,3277,5227,2004,,208,,,,,http://www.redfin.com/OR/Portland/5308-NW-126th-Ter-97229/home/26711661,,,N,Y,45.5578659,-122.8056831
PAST SALE,April-26-2019,Single Family Residential,6924 NE 23rd Ave,Portland,OR,97211,565000,4,3,Portland Northeast,2316,4791,1943,862,244,,Sold,,,http://www.redfin.com/OR/Portland/6924-NE-23rd-Ave-97211/home/26387494,RMLS,19062773,N,Y,45.5730063,-122.6421621
PAST SALE,January-13-2017,Single Family Residential,6526 NE 24th Ave,Portland,OR,97211,375000,3,1,CONCORDIA,2124,4791,1941,1695,177,,Sold,,,http://www.redfin.com/OR/Portland/6526-NE-24th-Ave-97211/home/26503538,RMLS,16303364,N,Y,45.5702257,-122.6410831
PAST SALE,August-2-2021,Single Family Residential,3315 NE 80th Ave,Portland,OR,97213,451000,2,1,ROSEWAY,1324,4791,1918,33,341,,Sold,,,http://www.redfin.com/OR/Portland/3315-NE-80th-Ave-97213/home/25831488,RMLS,21637048,N,Y,45.5466328,-122.5810364
PAST SALE,October-29-2019,Single Family Residential,6417 NE 24th Ave,Portland,OR,97211,489900,4,3,Concordia,2562,4791,1940,676,191,,Sold,,,http://www.redfin.com/OR/Portland/6417-NE-24th-Ave-97211/home/26313675,RMLS,19646542,N,Y,45.569406,-122.6416641
PAST SALE,October-15-2020,Single Family Residential,16438 NW Canton St,Portland,OR,97229,590000,3,2.5,ARBOR OAKS,2535,3484,2013,324,233,122,Sold,,,http://www.redfin.com/OR/Portland/16438-NW-Canton-St-97229/home/45459754,RMLS,20473196,N,Y,45.5649666,-122.8457868
PAST SALE,March-3-2021,Single Family Residential,2305 NE Highland St,Portland,OR,97211,739000,5,3,Concordia,3072,4791,1957,185,241,,Sold,,,http://www.redfin.com/OR/Portland/2305-NE-Highland-St-97211/home/26472557,RMLS,20221322,N,Y,45.5692887,-122.6420825
PAST SALE,,Multi-Family (5+ Unit),3003 NE Alberta St,Portland,OR,97211,1900000,,,,8072,10600,1925,,235,,,,,http://www.redfin.com/OR/Portland/3003-NE-Alberta-St-97211/home/45401190,,,N,Y,45.5592955,-122.6345538
PAST SALE,March-16-2020,Single Family Residential,6738 NE 22nd Ave,Portland,OR,97211,347500,2,1,DEKUM TRIANGLE / WOODLAWN,1393,4356,1947,537,249,,Sold,,,http://www.redfin.com/OR/Portland/6738-NE-22nd-Ave-97211/home/26513000,RMLS,20645346,N,Y,45.5717231,-122.6432148
PAST SALE,August-24-2020,Condo/Co-op,590 NW Lost Springs Ter #102,Portland,OR,97229,285000,2,2,Overlook at Timberland,966,,2012,376,295,236,Sold,,,http://www.redfin.com/OR/Portland/590-NW-Lost-Springs-Ter-97229/unit-102/home/45459714,RMLS,20206870,N,Y,45.5238388,-122.8002992
PAST SALE,,Single Family Residential,6634 NE 23rd Ave,Portland,OR,97211,329900,6,2.5,,2573,5000,1949,,128,,,,,http://www.redfin.com/OR/Portland/6634-NE-23rd-Ave-97211/home/26517842,,,N,Y,45.5710423,-122.6421295
PAST SALE,June-25-2019,Single Family Residential,6836 NE 22nd Ave,Portland,OR,97211,504405,3,1,Concordia,2092,4791,1942,802,241,,Sold,,,http://www.redfin.com/OR/Portland/6836-NE-22nd-Ave-97211/unit-A/home/26618890,RMLS,19297963,N,Y,45.5724576,-122.6432333
PAST SALE,January-13-2017,Townhouse,16483 NW Rossetta St,Portland,OR,97229,381500,3,2.5,NW Washington Co or Sauvie Island,1722,2613,2013,1695,222,188,Sold,,,http://www.redfin.com/OR/Portland/16483-NW-Rossetta-St-97229/home/45459701,RMLS,16224474,N,Y,45.5684688,-122.8468364
PAST SALE,,Single Family Residential,2306 NE Dekum St,Portland,OR,97211,430000,2,1,,950,4750,1943,,453,,,,,http://www.redfin.com/OR/Portland/2306-NE-Dekum-St-97211/home/26525468,,,N,Y,45.5716701,-122.6422243
PAST SALE,June-30-2020,Single Family Residential,2936 SE Tacoma St,Portland,OR,97202,413000,2,1,Portland Southeast,1118,6534,1964,431,369,,Sold,,,http://www.redfin.com/OR/Portland/2936-SE-Tacoma-St-97202/home/25868503,RMLS,20619296,N,Y,45.4625794,-122.6325179
PAST SALE,June-18-2021,Condo/Co-op,4873 NW Promenade Ter #328,Portland,OR,97229,612000,2,2.5,Promenade at Bethany Village,1601,,2003,78,382,461,Sold,,,http://www.redfin.com/OR/Portland/4873-NW-Promenade-Ter-97229/unit-328/home/26700907,RMLS,21119855,N,Y,45.5549537,-122.8331194
PAST SALE,August-31-2021,Condo/Co-op,14826 NE Rose Pkwy,Portland,OR,97230,241000,2,2,Jasper Heights Condominium,1299,,1978,4,186,419,Sold,,,http://www.redfin.com/OR/Portland/14826-NE-Rose-Pkwy-97230/unit-52-C/home/26529453,RMLS,21328734,N,Y,45.5449269,-122.5095636
PAST SALE,September-25-2017,Single Family Residential,2427 NE Liberty St,Portland,OR,97211,439000,3,1,CONCORDIA,1945,,1943,1440,226,,Sold,,,http://www.redfin.com/OR/Portland/2427-NE-Liberty-St-97211/home/25852188,RMLS,17678798,N,Y,45.5706846,-122.6406777
PAST SALE,June-22-2020,Single Family Residential,6604 NE 24th Ave,Portland,OR,97211,535000,4,2,Portland Northeast,1770,4791,1941,439,302,,Sold,,,http://www.redfin.com/OR/Portland/6604-NE-24th-Ave-97211/home/26452031,RMLS,20574465,N,Y,45.5706462,-122.6410543
PAST SALE,February-28-2020,Condo/Co-op,336 NE Morgan St,Portland,OR,97211,292500,3,2.5,Portland Northeast,1225,,2008,554,239,290,Sold,,,http://www.redfin.com/OR/Portland/336-NE-Morgan-St-97211/unit-9-4/home/26675356,RMLS,19403849,N,Y,45.5743426,-122.6619212
PAST SALE,September-24-2020,Single Family Residential,6706 NE 24th Ave,Portland,OR,97211,485000,2,1,Portland North,1177,4791,1942,345,412,,Sold,,,http://www.redfin.com/OR/Portland/6706-NE-24th-Ave-97211/home/25762972,RMLS,20218097,N,Y,45.5713354,-122.6410857
PAST SALE,June-20-2018,Single Family Residential,6615 NE 26th Ave,Portland,OR,97211,518000,3,1.5,CONCORDIA,2026,4791,1947,1172,256,,Sold,,,http://www.redfin.com/OR/Portland/6615-NE-26th-Ave-97211/home/26363127,RMLS,18116237,N,Y,45.5707866,-122.6394599
PAST SALE,,Single Family Residential,3435 NE 76th Ave,Portland,OR,97213,388000,2,1,,1840,5000,1913,,211,,,,,http://www.redfin.com/OR/Portland/3435-NE-76th-Ave-97213/home/26408582,,,N,Y,45.5477596,-122.5850983
PAST SALE,April-16-2020,Single Family Residential,6156 NE Failing St,Portland,OR,97213,458000,4,2,Cully,1704,8276,1923,506,269,,Sold,,,http://www.redfin.com/OR/Portland/6156-NE-Failing-St-97213/home/25839166,RMLS,20578228,N,Y,45.5509071,-122.5996826
PAST SALE,November-15-2019,Single Family Residential,6936 NE 22nd Ave,Portland,OR,97211,370000,4,1,Portland Northeast,1531,4791,1950,659,242,,Sold,,,http://www.redfin.com/OR/Portland/6936-NE-22nd-Ave-97211/home/26313607,RMLS,19566828,N,Y,45.5731015,-122.6432778
PAST SALE,February-24-2017,Vacant Land,5007 SE 38th Ave,Portland,OR,97202,650000,,,Portland Southeast,,9583,,1653,,,Sold,,,http://www.redfin.com/OR/Portland/5007-SE-38th-Ave-97202/home/173208384,RMLS,16240390,N,Y,45.48645,-122.6241369
PAST SALE,May-22-2017,Single Family Residential,6716 NE 25th Ave,Portland,OR,97211,420000,2,1,CONCORDIA NEIGHBORHOOD,955,4791,1948,1566,440,,Sold,,,http://www.redfin.com/OR/Portland/6716-NE-25th-Ave-97211/home/26605475,RMLS,17636428,N,Y,45.5714635,-122.6400433
PAST SALE,September-7-2017,Single Family Residential,6335 NE 26th Ave,Portland,OR,97211,529625,3,1.5,CONCORDIA/KENNEDY SCHOOL,2432,4791,1952,1458,218,,Sold,,,http://www.redfin.com/OR/Portland/6335-NE-26th-Ave-97211/home/26406379,RMLS,17517687,N,Y,45.5687904,-122.639528
PAST SALE,September-23-2016,Single Family Residential,5714 NE 32nd Pl,Portland,OR,97211,535000,4,2,CONCORDIA,2180,4791,1932,1807,245,,Sold,,,http://www.redfin.com/OR/Portland/5714-NE-32nd-Pl-97211/home/25773838,RMLS,16043059,N,Y,45.56405,-122.6314686
PAST SALE,February-23-2017,Single Family Residential,12301 SE Stephens St,Portland,OR,97233,277000,4,2,Portland Southeast,2482,6098,1946,1654,112,,Sold,,,http://www.redfin.com/OR/Portland/12301-SE-Stephens-St-97233/home/26579323,RMLS,17453738,N,Y,45.5092345,-122.5365963
PAST SALE,June-4-2020,Single Family Residential,7930 SE 79th Ave,Portland,OR,97206,305500,3,1,Portland Southeast,936,8276,1956,457,326,,Sold,,,http://www.redfin.com/OR/Portland/7930-SE-79th-Ave-97206/home/26437081,RMLS,20558358,N,Y,45.4659217,-122.5820422
PAST SALE,June-29-2021,Single Family Residential,10047 SW 70th Pl,Tigard,OR,97223,780000,4,3.5,SW Portland & Metzger,3281,11325,2007,67,238,,Sold,,,http://www.redfin.com/OR/Tigard/10047-SW-70th-Pl-97223/home/25803246,RMLS,21653754,N,Y,45.4474659,-122.7480653
PAST SALE,,Single Family Residential,5806 NE 32nd Pl,Portland,OR,97211,431500,3,2,,1600,5000,1946,,270,,,,,http://www.redfin.com/OR/Portland/5806-NE-32nd-Pl-97211/home/26559994,,,N,Y,45.5646161,-122.6314665
PAST SALE,September-26-2019,Single Family Residential,5826 NE 32nd Pl,Portland,OR,97211,670000,4,2,CONCORDIA,2928,4791,1922,709,229,,Sold,,,http://www.redfin.com/OR/Portland/5826-NE-32nd-Pl-97211/home/26312234,RMLS,19557564,N,Y,45.5648749,-122.6314611
PAST SALE,January-12-2021,Multi-Family (2-4 Unit),7524 NE Fremont St,Portland,OR,97213,675000,6,4,ROSEWAY,3680,,1952,235,183,,Sold,,,http://www.redfin.com/OR/Portland/7524-NE-Fremont-St-97213/home/26408583,RMLS,20279381,N,Y,45.5480399,-122.5851505
PAST SALE,,Single Family Residential,5844 NE 32nd Pl,Portland,OR,97211,584995,2,2,,2046,5000,1911,,286,,,,,http://www.redfin.com/OR/Portland/5844-NE-32nd-Pl-97211/home/26538783,,,N,Y,45.5651304,-122.6314335
PAST SALE,June-30-2020,Single Family Residential,5906 NE 32nd Pl,Portland,OR,97211,468500,2,1,CONCORDIA,1437,4791,1923,431,326,,Sold,,,http://www.redfin.com/OR/Portland/5906-NE-32nd-Pl-97211/home/26598026,RMLS,20340162,N,Y,45.5654443,-122.6314808
PAST SALE,April-26-2018,Single Family Residential,3444 NE 74th Ave,Portland,OR,97213,449000,3,1,ROSEWAY,2590,4791,1915,1227,173,,Sold,,,http://www.redfin.com/OR/Portland/3444-NE-74th-Ave-97213/home/26602058,RMLS,18087399,N,Y,45.5479371,-122.5866006
PAST SALE,November-19-2020,Single Family Residential,6107 NE Failing St,Portland,OR,97213,466000,2,1,CULLY/ROSEWAY,1866,7405,1923,289,250,,Sold,,,http://www.redfin.com/OR/Portland/6107-NE-Failing-St-97213/home/26567038,RMLS,20047265,N,Y,45.5513032,-122.6005968
PAST SALE,May-10-2019,Single Family Residential,2147 SE 177th Ave,Portland,OR,97233,319800,3,1,Portland Southeast,1032,6969,1958,848,310,,Sold,,,http://www.redfin.com/OR/Portland/2147-SE-177th-Ave-97233/home/26617908,RMLS,19008173,N,Y,45.5067957,-122.48062
PAST SALE,October-30-2018,Single Family Residential,3254 NE Ainsworth St,Portland,OR,97211,599900,4,2.5,CONCORDIA,3039,5662,1940,1040,197,,Sold,,,http://www.redfin.com/OR/Portland/3254-NE-Ainsworth-St-97211/home/26517973,RMLS,18472285,N,Y,45.566059,-122.6314877
PAST SALE,August-13-2021,Single Family Residential,3434 NE 74th Ave,Portland,OR,97213,649900,4,3.5,ROSEWAY,2441,5000,1910,22,266,,Sold,,,http://www.redfin.com/OR/Portland/3434-NE-74th-Ave-97213/home/25789320,RMLS,21262509,N,Y,45.5478013,-122.5866396
PAST SALE,April-28-2020,Single Family Residential,4829 NE 101st Ave,Portland,OR,97220,330000,3,2.5,Portland Northeast,1508,2613,2014,494,219,,Sold,,,http://www.redfin.com/OR/Portland/4829-NE-101st-Ave-97220/home/45457879,RMLS,20384864,N,Y,45.5584188,-122.5590395
PAST SALE,April-27-2017,Single Family Residential,5937 SE 138th Pl,Portland,OR,97236,240000,2,1,Portland Southeast,694,4356,1942,1591,346,,Sold,,,http://www.redfin.com/OR/Portland/5937-SE-138th-Pl-97236/home/25841440,RMLS,17494259,N,Y,45.4789302,-122.5216142
PAST SALE,November-30-2018,Single Family Residential,6200 NE 32nd Pl,Portland,OR,97211,433655,2,1,CONCORDIA,1831,6098,1950,1009,237,,Sold,,,http://www.redfin.com/OR/Portland/6200-NE-32nd-Pl-97211/home/26362814,RMLS,18292938,N,Y,45.5675892,-122.6314611
PAST SALE,February-23-2021,Single Family Residential,3412 NE 74th Ave,Portland,OR,97213,512000,3,1.5,Roseway,1468,4791,1925,193,349,,Sold,,,http://www.redfin.com/OR/Portland/3412-NE-74th-Ave-97213/home/25733865,RMLS,21146983,N,Y,45.5474715,-122.586643
PAST SALE,July-22-2021,Single Family Residential,16698 NW Tucson St,Beaverton,OR,97006,678500,4,2.5,NW Washington Co or Sauvie Island,2373,5227,2002,44,286,30,Sold,,,http://www.redfin.com/OR/Beaverton/16698-NW-Tucson-St-97006/home/26558195,RMLS,21151763,N,Y,45.54875,-122.8492043
PAST SALE,,Single Family Residential,719 SE Franklin St,Portland,OR,97202,414500,2,2.5,,1257,2000,1997,,330,,,,,http://www.redfin.com/OR/Portland/719-SE-Franklin-St-97202/home/26305656,,,N,Y,45.4998638,-122.6581296
PAST SALE,,Single Family Residential,6324 N Michigan Ave,Portland,OR,97217,387500,4,1.5,,1872,5000,1940,,207,,,,,http://www.redfin.com/OR/Portland/6324-N-Michigan-Ave-97217/home/26362042,,,N,Y,45.5688915,-122.6765721
PAST SALE,September-19-2017,Single Family Residential,6217 NE 33rd Ave,Portland,OR,97211,466000,2,2,CONCORDIA,2004,4791,1949,1446,233,,Sold,,,http://www.redfin.com/OR/Portland/6217-NE-33rd-Ave-97211/unit-A/home/26299226,RMLS,17502037,N,Y,45.5678408,-122.6309319
PAST SALE,August-31-2018,Condo/Co-op,760 NW 118th Ave #103,Portland,OR,97229,275000,2,2.5,NW Washington Co or Sauvie Island,1051,,2007,1100,262,200,Sold,,,http://www.redfin.com/OR/Portland/760-NW-118th-Ave-97229/home/147794151,RMLS,18167575,N,Y,45.5262354,-122.7955594
PAST SALE,October-16-2018,Single Family Residential,6446 NE 23rd Ave,Portland,OR,97211,365000,2,1,Concordia,1824,4791,1942,1054,200,,Sold,,,http://www.redfin.com/OR/Portland/6446-NE-23rd-Ave-97211/home/26577608,RMLS,18254975,N,Y,45.5698128,-122.6421155
PAST SALE,July-2-2019,Single Family Residential,6526 NE 23rd Ave,Portland,OR,97211,405000,2,1,CONCORDIA,1435,4791,1924,795,282,,Sold,,,http://www.redfin.com/OR/Portland/6526-NE-23rd-Ave-97211/home/26624088,RMLS,19056061,N,Y,45.5702626,-122.642124
PAST SALE,January-10-2018,Single Family Residential,6517 NE 23rd Ave,Portland,OR,97211,459400,3,1,Portland Northeast,1448,4791,1950,1333,317,,Sold,,,http://www.redfin.com/OR/Portland/6517-NE-23rd-Ave-97211/home/26542370,RMLS,17211232,N,Y,45.5700853,-122.6426775
PAST SALE,August-9-2021,Single Family Residential,3404 NE 74th Ave,Portland,OR,97213,345000,2,1,Portland Northeast,888,4791,1910,26,389,,Sold,,,http://www.redfin.com/OR/Portland/3404-NE-74th-Ave-97213/home/26399441,RMLS,21549068,N,Y,45.5473661,-122.5864905
PAST SALE,July-27-2021,Single Family Residential,3817 NE 59th Ave,Portland,OR,97213,451500,2,1,Portland Northeast,793,4791,1939,39,569,,Sold,,,http://www.redfin.com/OR/Portland/3817-NE-59th-Ave-97213/home/26304254,RMLS,21616377,N,Y,45.5507024,-122.6028939
PAST SALE,July-19-2019,Single Family Residential,6425 NE 23rd Ave,Portland,OR,97211,390000,2,1,CONCORDIA,803,4791,1941,778,486,,Sold,,,http://www.redfin.com/OR/Portland/6425-NE-23rd-Ave-97211/home/26392292,RMLS,19679637,N,Y,45.5695337,-122.6426981
PAST SALE,December-3-2018,Multi-Family (2-4 Unit),4535 NE Garfield Ave,Portland,OR,97211,799000,,,Portland Northeast,,,1956,1006,,,Sold,,,http://www.redfin.com/OR/Portland/4535-NE-Garfield-Ave-97211/home/173210214,RMLS,18424209,N,Y,45.5560162,-122.6628113
PAST SALE,,Single Family Residential,6416 NE 22nd Ave,Portland,OR,97211,446700,3,1,,1430,5000,1923,,312,,,,,http://www.redfin.com/OR/Portland/6416-NE-22nd-Ave-97211/home/26567387,,,N,Y,45.5694292,-122.6431851
PAST SALE,March-14-2019,Single Family Residential,6426 NE 22nd Ave,Portland,OR,97211,652000,4,2.5,WOODLAWN / CONCORDIA,2526,4791,2015,905,258,,Sold,,,http://www.redfin.com/OR/Portland/6426-NE-22nd-Ave-97211/home/26475493,RMLS,19122450,N,Y,45.5695328,-122.6432469
PAST SALE,February-17-2017,Single Family Residential,306 SW Florida St,Portland,OR,97219,400000,2,1,"Portland West, Raleigh Hills",800,4791,1955,1660,500,,Sold,,,http://www.redfin.com/OR/Portland/306-S-Florida-St-97219/home/26465294,RMLS,16323816,N,Y,45.474917,-122.675521
PAST SALE,July-10-2020,Single Family Residential,6315 NE 25th Ave,Portland,OR,97211,645000,3,3,CONCORDIA,2205,5662,1945,421,293,,Sold,,,http://www.redfin.com/OR/Portland/6315-NE-25th-Ave-97211/home/26539694,RMLS,20551479,N,Y,45.5685265,-122.6406092
PAST SALE,August-11-2020,Single Family Residential,3354 NE 74th Ave,Portland,OR,97213,395000,2,2,ROSEWAY,936,4791,1921,389,422,,Sold,,,http://www.redfin.com/OR/Portland/3354-NE-74th-Ave-97213/home/26525536,RMLS,20580119,N,Y,45.5472029,-122.5865831
PAST SALE,February-22-2018,Single Family Residential,6325 SW Boundary St,Portland,OR,97221,540000,3,2,"Portland West, Raleigh Hills",1940,10018,1984,1290,278,,Sold,,,http://www.redfin.com/OR/Portland/6325-SW-Boundary-St-97221/home/26548943,RMLS,17169669,N,Y,45.486105,-122.7420858
PAST SALE,March-31-2021,Condo/Co-op,937 NW Glisan St #115,Portland,OR,97209,504000,0,0.5,PEARL DISTRICT / 937 CONDOS,1147,,2008,157,439,,Sold,,,http://www.redfin.com/OR/Portland/937-NW-Glisan-St-97209/unit-115/home/174808342,RMLS,21567679,N,Y,45.5266865,-122.6807217
PAST SALE,,Other,11700 SW Corby Dr,Portland,OR,97225,758000,,,,2052,11761,,,369,,,,,http://www.redfin.com/OR/Portland/11700-SW-Corby-Dr-97225/home/166117292,,,N,Y,45.5159371,-122.7974873
PAST SALE,June-24-2019,Single Family Residential,6330 NE 32nd Ave,Portland,OR,97211,388400,2,1,CONCORDIA / ALBERTA ARTS,1366,4791,1926,803,284,,Sold,,,http://www.redfin.com/OR/Portland/6330-NE-32nd-Ave-97211/home/26652587,RMLS,19136851,N,Y,45.5687359,-122.6325041
PAST SALE,March-31-2017,Single Family Residential,6322 NE 32nd Ave,Portland,OR,97211,416000,2,2,Portland Northeast,1115,2613,1913,1618,373,,Sold,,,http://www.redfin.com/OR/Portland/6322-NE-32nd-Ave-97211/home/25807408,RMLS,17056838,N,Y,45.5686453,-122.6325302
PAST SALE,July-25-2018,Townhouse,6342 NE 32nd Pl,Portland,OR,97211,419000,3,2.5,CONCORDIA,1336,2613,2000,1137,314,,Sold,,,http://www.redfin.com/OR/Portland/6342-NE-32nd-Pl-97211/home/26519421,RMLS,18168529,N,Y,45.5689141,-122.63141
PAST SALE,July-2-2018,Single Family Residential,3427 NE 78th Ave,Portland,OR,97213,384900,3,2.5,Roseway,1504,,2004,1160,256,,Sold,,,http://www.redfin.com/OR/Portland/3427-NE-78th-Ave-97213/home/26599570,RMLS,18432871,N,Y,45.5476621,-122.5831847
PAST SALE,May-28-2021,Single Family Residential,5608 N Atlantic Ave,Portland,OR,97217,805000,4,2,OVERLOOK,2220,7405,1951,99,363,,Sold,,,http://www.redfin.com/OR/Portland/5608-N-Atlantic-Ave-97217/home/26337733,RMLS,21495462,N,Y,45.5637948,-122.6963092
PAST SALE,February-2-2018,Single Family Residential,6306 NE 32nd Ave,Portland,OR,97211,460000,3,1.5,Concordia,1794,4791,1947,1310,256,,Sold,,,http://www.redfin.com/OR/Portland/6306-NE-32nd-Ave-97211/home/25844043,RMLS,17049543,N,Y,45.5683767,-122.6324697
PAST SALE,April-15-2021,Single Family Residential,6036 NE 32nd Ave,Portland,OR,97211,800000,3,3,CONCORDIA / ALBERTA,2178,4791,1930,142,367,,Sold,,,http://www.redfin.com/OR/Portland/6036-NE-32nd-Ave-97211/home/26409510,RMLS,21069463,N,Y,45.5669954,-122.6325452
PAST SALE,September-28-2017,Single Family Residential,3315 NE 78th Ave,Portland,OR,97213,275000,2,2,ROSEWAY,944,4791,1923,1437,291,,Sold,,,http://www.redfin.com/OR/Portland/3315-NE-78th-Ave-97213/home/26293763,RMLS,17214280,N,Y,45.5466598,-122.5832671
PAST SALE,December-31-2019,Single Family Residential,6027 NE 33rd Ave,Portland,OR,97211,505000,2,1,Concordia,1944,4791,1923,613,260,,Sold,,,http://www.redfin.com/OR/Portland/6027-NE-33rd-Ave-97211/home/26512727,RMLS,19343835,N,Y,45.56688,-122.6309784
PAST SALE,December-23-2019,Single Family Residential,15226 SW Parkplace Ln,Portland,OR,97224,607000,4,3,"Tigard, Tualatin, Sherwood, Wilsonville",2686,5662,2016,621,226,,Sold,,,http://www.redfin.com/OR/Portland/15226-SW-Parkplace-Ln-97224/home/103499939,RMLS,19325012,N,Y,45.4143956,-122.833622
PAST SALE,August-26-2020,Single Family Residential,6117 NE 32nd Pl,Portland,OR,97211,860000,4,3.5,Portland Northeast,2408,4791,1950,374,357,,Sold,,,http://www.redfin.com/OR/Portland/6117-NE-32nd-Pl-97211/home/26384358,RMLS,20235381,N,Y,45.5672762,-122.6320535
